"","api","chci","alternative","charter","lausd","lacounty","english","black","asian","latino","white","elep","highp","poverty"
"2810",610,106.5,0,0,1,1,30,18,0,81,1,0,100,76
"2811",748,130.5,0,0,1,1,14,2,10,62,12,0,100,67
"2812",841.5,132.4,1,0,1,1,34,7,6,52,30,0,87,62
"2813",690.5,107.8,0,0,1,1,22,5,2,86,3,0,100,100
"2814",701.5,126.2,0,0,1,1,11,20,3,62,5,0,100,61
"2815",774,127.7,0,0,1,1,13,4,7,70,16,0,100,73
"2816",503.5,97.7,1,0,1,1,38,0,0,99,0,0,88,100
"2817",750,121.7,0,0,1,1,16,7,4,74,12,0,100,64
"2818",572.5,101.4,0,0,1,1,27,0,0,100,0,0,100,100
"2819",673.5,103.6,0,0,1,1,19,1,0,97,1,0,100,100
"2820",716.5,121,0,0,1,1,7,7,2,70,18,0,100,57
"2821",701,111.6,0,0,1,1,19,1,0,99,0,0,100,89
"2822",693,110.8,0,0,1,1,16,4,0,94,2,0,100,72
"2823",788.5,152.5,0,0,1,1,8,12,7,34,42,0,100,60
"2824",748.5,133,0,0,1,1,9,22,8,58,9,0,100,78
"2825",764.5,133.1,0,0,1,1,16,5,14,62,11,0,100,100
"2826",729.5,121.7,0,0,1,1,13,9,7,69,13,0,100,60
"2827",747,131.5,0,0,1,1,11,3,4,57,32,0,100,67
"2828",585,115.9,0,0,1,1,17,52,0,46,0,0,100,82
"2829",703,146,0,0,1,1,2,72,2,16,7,0,100,47
"2830",761,126.6,1,0,1,1,72,13,7,72,3,0,100,67
"2831",650.5,111.2,0,0,1,1,16,1,4,93,1,0,100,76
"2832",718,128.1,0,0,1,1,11,3,3,78,10,0,100,60
"2833",844.5,125.6,0,0,1,1,2,1,9,80,7,0,100,100
"2834",NA,109,1,0,1,1,24,34,1,32,29,0,100,16
"2835",522.5,104.2,1,0,1,1,37,26,0,74,0,0,100,66
"2836",857,178,0,1,1,1,3,15,9,24,50,0,100,34
"2837",389,112.6,1,0,1,1,28,30,1,63,4,0,88,74
"2838",624,119.1,1,0,1,1,15,17,1,72,8,1,85,47
"2839",704,105.4,0,1,1,1,21,3,1,95,1,0,41,90
"2840",394.5,108.6,1,0,1,1,26,23,0,69,6,0,66,77
"2841",822,117.9,0,0,1,1,37,2,23,75,0,86,0,100
"2842",766.5,119.3,0,0,1,1,40,0,2,92,3,82,0,100
"2843",736.5,110.7,0,0,1,1,42,2,6,87,2,100,0,100
"2844",835.5,130.8,0,0,1,1,19,1,2,87,3,91,0,100
"2845",776.5,104.8,0,0,1,1,35,17,0,82,1,100,0,100
"2846",814.5,158.4,0,0,1,1,4,86,0,13,1,100,0,70
"2847",832.5,125.1,0,0,1,1,20,21,3,68,1,100,0,100
"2848",808.5,130.6,0,0,1,1,38,4,2,80,8,100,0,100
"2849",856,158.8,0,0,1,1,16,9,18,42,23,100,0,55
"2850",695,125.3,0,0,1,1,18,49,0,51,0,100,0,100
"2851",797,109.4,0,0,1,1,33,1,2,95,0,93,0,100
"2852",743.5,144.8,0,0,1,1,3,88,1,8,0,81,0,78
"2853",809,115,0,0,1,1,16,3,0,93,2,79,0,100
"2854",888,157.1,0,0,1,1,10,4,5,43,46,100,0,56
"2855",765.5,114,0,0,1,1,39,-1,3,95,1,100,0,100
"2856",750.5,111.2,0,0,1,1,45,15,2,80,2,100,0,74
"2857",779,116.9,0,0,1,1,26,1,1,92,3,100,0,95
"2858",757.5,99.5,0,0,1,1,43,4,0,96,0,100,0,94
"2859",794.5,131.4,0,0,1,1,25,1,4,74,7,80,0,74
"2860",807,133.3,0,0,1,1,12,64,1,35,0,81,0,99
"2861",866,144.9,0,0,1,1,2,78,1,19,0,100,0,71
"2862",818,126.5,0,0,1,1,17,8,1,84,4,86,0,100
"2863",771,105.4,0,0,1,1,26,10,1,85,3,85,0,99
"2864",782.5,113.1,0,0,1,1,38,4,2,86,5,100,0,99
"2865",751,121.8,0,0,1,1,31,3,1,94,1,100,0,85
"2866",928.5,178.5,0,0,1,1,5,8,21,25,39,100,0,22
"2867",895.5,132.7,0,0,1,1,23,5,3,64,28,100,0,61
"2868",722.5,95.1,0,0,1,1,36,1,0,99,0,100,0,100
"2869",832.5,123.5,0,0,1,1,26,3,5,80,11,100,0,100
"2870",738.5,119.6,0,0,1,1,45,8,10,74,4,100,0,100
"2871",804.5,136.7,0,0,1,1,14,11,4,46,5,100,0,73
"2872",849.5,129,0,0,1,1,19,8,8,71,11,100,0,100
"2873",753,129.7,0,0,1,1,21,23,3,64,5,100,0,79
"2874",745,110.8,0,0,1,1,41,0,0,99,0,83,0,100
"2875",844.5,143,0,0,1,1,21,22,11,53,10,100,0,79
"2876",700,114.4,0,0,1,1,44,1,2,97,0,100,0,100
"2877",794,116.9,0,0,1,1,17,2,0,90,3,100,0,87
"2878",784.5,156.4,0,0,1,1,3,90,1,5,1,100,0,72
"2879",883.5,152.1,0,0,1,1,20,11,18,62,7,100,0,100
"2880",785.5,122.6,0,0,1,1,35,7,4,78,9,100,0,87
"2881",822.5,109.3,0,0,1,1,23,1,0,99,0,62,0,84
"2882",850,135.4,0,0,1,1,14,1,0,98,1,100,0,100
"2883",769.5,130.4,0,0,1,1,22,1,2,88,3,88,0,100
"2884",740,111.1,0,0,1,1,33,19,0,80,0,100,0,100
"2885",865,150.9,0,0,1,1,29,11,5,59,22,100,0,99
"2886",810,118,0,0,1,1,46,1,2,87,5,100,0,89
"2887",722,117.1,0,0,1,1,30,3,1,92,2,83,0,75
"2888",772.5,117.3,0,0,1,1,23,14,2,81,3,100,0,100
"2889",865.5,138.4,0,0,1,1,41,3,36,54,1,100,0,100
"2890",882.5,178.1,0,1,1,1,4,12,6,16,62,100,0,21
"2891",845.5,158.5,0,0,1,1,12,9,12,50,20,100,0,55
"2892",806,146.5,0,0,1,1,12,15,7,47,26,100,0,62
"2893",734,114.7,0,0,1,1,42,1,0,98,1,100,0,100
"2894",895.5,183.1,0,0,1,1,12,16,5,15,61,100,0,26
"2895",755.5,109,0,0,1,1,43,3,2,89,3,100,0,100
"2896",818.5,122.9,0,0,1,1,37,3,7,81,5,100,0,100
"2897",803.5,129.9,0,0,1,1,22,1,6,85,3,100,0,100
"2898",974.5,192,0,1,1,1,1,6,7,7,77,100,0,1
"2899",861,140.2,0,0,1,1,23,7,7,56,22,100,0,74
"2900",837.5,149.7,0,0,1,1,9,9,3,45,4,63,0,55
"2901",942.5,195.5,0,1,1,1,4,4,8,8,78,100,0,8
"2902",851.5,137.5,0,0,1,1,8,6,2,57,3,100,0,70
"2903",797.5,145,0,0,1,1,19,46,10,32,10,88,0,68
"2904",863,131.6,0,0,1,1,44,5,71,22,2,100,0,100
"2905",897.5,173.5,0,0,1,1,12,18,7,32,41,100,0,32
"2906",802.5,134.5,0,0,1,1,20,10,1,72,3,100,0,84
"2907",779.5,129.1,0,0,1,1,8,69,0,28,0,100,0,100
"2908",861.5,144.9,0,0,1,1,17,7,3,52,32,100,0,65
"2909",877,122.7,0,0,1,1,22,16,15,65,1,100,0,79
"2910",802,122.2,0,0,1,1,38,10,11,67,9,94,0,71
"2911",761,124,0,0,1,1,47,1,5,88,2,100,0,100
"2912",842,149.2,0,0,1,1,12,12,11,42,26,100,0,53
"2913",845,141.5,0,0,1,1,19,6,1,56,32,78,0,73
"2914",781,116.6,0,0,1,1,36,14,0,85,1,100,0,100
"2915",787,146.3,0,0,1,1,3,90,0,9,1,100,0,75
"2916",813,121.7,0,0,1,1,19,2,10,88,0,100,0,100
"2917",852.5,140.4,0,0,1,1,12,3,2,90,2,79,0,100
"2918",955,197.1,0,0,1,1,12,10,41,18,26,100,0,23
"2919",919,175.9,0,0,1,1,5,17,11,19,49,100,0,21
"2920",782.5,112.1,0,0,1,1,45,3,1,91,3,100,0,88
"2921",835.5,115.9,0,0,1,1,37,3,1,86,8,100,0,91
"2922",930.5,179.9,0,1,1,1,8,7,7,26,57,100,0,32
"2923",679.5,115.9,0,0,1,1,25,59,0,40,0,100,0,66
"2924",853,127.2,0,0,1,1,33,7,9,70,1,100,0,83
"2925",733.5,107.1,0,0,1,1,33,27,0,73,0,100,0,100
"2926",751.5,114.7,0,0,1,1,34,0,0,97,3,100,0,100
"2927",787,110.9,0,0,1,1,31,5,2,88,3,100,0,100
"2928",834.5,176.5,0,0,1,1,0,81,2,4,11,95,0,44
"2929",827.5,136.3,0,0,1,1,15,51,1,46,2,100,0,84
"2930",840,145.7,0,0,1,1,2,5,4,59,27,90,0,44
"2931",730,102.1,0,0,1,1,32,1,0,99,0,79,0,100
"2932",854,157,0,0,1,1,8,1,6,58,18,82,0,51
"2933",853.5,143.5,0,0,1,1,15,6,2,73,14,100,0,73
"2934",890.5,172.4,0,0,1,1,6,6,11,38,35,100,0,35
"2935",807,131.6,0,0,1,1,34,3,5,84,1,100,0,100
"2936",849,161.8,0,1,1,1,11,4,11,48,30,100,0,44
"2937",812.5,144.4,0,0,1,1,16,18,10,44,1,100,0,62
"2938",908,165.2,0,0,1,1,8,2,5,53,10,82,0,64
"2939",839.5,135.3,0,0,1,1,28,14,17,63,3,100,0,76
"2940",899,175.9,0,1,1,1,7,11,5,18,64,100,0,23
"2941",828.5,138.3,0,0,1,1,9,6,12,57,3,100,0,69
"2942",793.5,124,0,0,1,1,17,7,3,81,2,100,0,100
"2943",878,131.8,0,0,1,1,21,0,20,70,2,83,0,83
"2944",677,133.1,0,0,1,1,10,74,0,24,0,100,0,85
"2945",817.5,115.4,0,0,1,1,41,1,1,97,1,100,0,83
"2946",881,166.4,0,0,1,1,10,2,11,50,17,75,0,57
"2947",742.5,109.7,0,0,1,1,41,1,0,99,0,100,0,100
"2948",751,116.3,0,0,1,1,40,1,1,96,2,100,0,100
"2949",900,172.1,0,1,1,1,10,5,6,34,50,100,0,33
"2950",821,120.3,0,0,1,1,25,0,2,98,0,83,0,100
"2951",722,110.7,0,0,1,1,27,1,0,98,1,31,40,100
"2952",822,131.4,0,0,1,1,17,0,4,83,8,85,0,98
"2953",826,151.2,0,0,1,1,24,9,4,51,34,100,0,63
"2954",946,181.1,0,1,1,1,3,9,7,24,55,100,0,28
"2955",797.5,131.3,0,0,1,1,31,5,2,67,24,100,0,100
"2956",833,112.3,0,0,1,1,17,15,5,70,8,100,0,84
"2957",712.5,121.5,0,0,1,1,35,1,0,98,0,100,0,99
"2958",753.5,105.7,0,0,1,1,30,0,0,98,1,82,0,100
"2959",818.5,116.5,0,0,1,1,33,1,1,94,3,100,0,91
"2960",958.5,208.2,0,0,1,1,4,4,20,4,70,100,0,9
"2961",712.5,119.6,0,0,1,1,39,0,5,93,1,100,0,100
"2962",811.5,117.3,0,1,1,1,24,8,1,88,1,100,0,89
"2963",752.5,107.3,0,0,1,1,51,3,1,94,2,100,0,100
"2964",819.5,106,0,0,1,1,21,7,3,85,2,100,0,100
"2965",746.5,140.9,0,0,1,1,5,79,2,15,0,100,0,100
"2966",704,118.1,0,0,1,1,24,46,0,54,0,100,0,100
"2967",684.5,110,0,0,1,1,42,20,0,80,0,100,0,82
"2968",749,113.3,0,0,1,1,32,23,0,77,0,100,0,81
"2969",745.5,104.6,0,0,1,1,41,3,0,96,1,100,0,100
"2970",750,116.5,0,0,1,1,32,1,0,99,0,80,0,100
"2971",744,103.4,0,0,1,1,33,1,4,92,0,83,0,100
"2972",811.5,104.9,0,0,1,1,31,1,0,99,0,80,0,100
"2973",784.5,106.6,0,0,1,1,37,1,0,99,0,81,0,100
"2974",692.5,103.2,0,0,1,1,42,8,0,92,0,100,0,84
"2975",634.5,126.1,0,0,1,1,7,69,0,28,2,100,0,87
"2976",796.5,117.4,0,0,1,1,32,1,0,99,0,100,0,100
"2977",915,180.1,0,0,1,1,9,3,11,29,52,100,0,37
"2978",773,109.7,0,0,1,1,30,2,1,95,1,100,0,73
"2979",831,118.6,0,0,1,1,34,4,5,81,7,100,0,100
"2980",799,116.7,0,0,1,1,31,1,7,80,7,100,0,100
"2981",796,112.1,0,0,1,1,45,6,3,88,1,100,0,100
"2982",867.5,164.2,0,0,1,1,26,6,5,22,67,85,0,53
"2983",819,114.9,0,0,1,1,21,3,3,90,1,80,0,100
"2984",794.5,118,0,0,1,1,35,1,17,81,0,100,0,100
"2985",771.5,120.1,0,0,1,1,39,7,2,80,7,100,0,100
"2986",880.5,155.6,0,1,1,1,10,8,13,44,30,100,0,52
"2987",745.5,109.6,0,0,1,1,52,0,2,95,0,81,0,91
"2988",834,134.3,0,0,1,1,20,2,8,71,8,100,0,76
"2989",745.5,119.5,0,0,1,1,17,5,3,90,2,56,0,100
"2990",824,138.6,0,0,1,1,13,1,2,82,7,79,0,79
"2991",768,117.3,0,0,1,1,34,1,0,95,2,100,0,100
"2992",721.5,106.7,0,0,1,1,44,3,0,96,0,81,0,100
"2993",833,145.1,0,0,1,1,16,6,7,58,23,100,0,71
"2994",790,111.9,0,0,1,1,43,8,2,83,6,100,0,82
"2995",786,123.7,0,0,1,1,36,6,6,69,16,84,0,100
"2996",722.5,108.8,0,0,1,1,34,31,0,69,0,100,0,100
"2997",768.5,115.3,0,0,1,1,29,1,0,96,2,100,0,100
"2998",749.5,123.6,0,0,1,1,52,-1,20,80,0,100,0,100
"2999",831,103.7,0,0,1,1,33,1,0,97,2,100,0,89
"3000",784,103.9,0,0,1,1,32,1,0,99,0,100,0,100
"3001",832.5,128.9,0,0,1,1,19,6,8,75,4,100,0,84
"3002",869.5,158.8,0,1,1,1,20,13,9,36,32,100,0,48
"3003",755,105.8,0,0,1,1,31,1,0,99,0,80,0,100
"3004",916.5,188.6,0,0,1,1,15,11,52,10,25,100,0,17
"3005",818,123.2,0,0,1,1,31,9,4,81,3,100,0,100
"3006",839,127.9,0,0,1,1,18,3,2,87,6,100,0,74
"3007",701,106.6,0,0,1,1,40,0,1,99,0,82,0,99
"3008",704,107.2,0,0,1,1,43,4,3,89,3,100,0,90
"3009",835.5,139.6,0,0,1,1,15,4,3,72,16,100,0,67
"3010",824.5,101.1,0,0,1,1,26,3,0,96,0,100,0,86
"3011",907.5,167.4,0,1,1,1,4,5,15,15,61,100,0,24
"3012",772,116.9,0,0,1,1,46,4,3,85,5,100,0,100
"3013",788.5,112.3,0,0,1,1,26,0,0,99,0,100,0,100
"3014",817,121.8,0,0,1,1,27,1,1,95,2,100,0,82
"3015",699.5,113.9,0,0,1,1,33,47,0,53,0,100,0,100
"3016",746.5,116,0,0,1,1,33,2,8,88,2,100,0,100
"3017",815,110.8,0,0,1,1,42,2,11,86,0,100,0,100
"3018",701,99.3,0,0,1,1,32,14,4,82,0,83,0,100
"3019",685.5,103,0,0,1,1,40,7,0,93,0,100,0,86
"3020",799.5,108.2,0,0,1,1,62,0,2,97,0,100,0,92
"3021",798,118,0,0,1,1,29,2,0,97,1,100,0,80
"3022",757,111.1,0,0,1,1,40,1,0,99,0,100,0,100
"3023",733.5,115.2,0,0,1,1,31,2,2,95,1,82,0,100
"3024",687,114.9,0,0,1,1,33,38,0,62,0,100,0,100
"3025",947,191,0,0,1,1,3,5,16,15,60,100,0,13
"3026",897.5,171.2,0,1,1,1,1,5,11,29,46,100,0,34
"3027",953,210.7,0,1,1,1,2,4,11,6,77,100,0,5
"3028",885,178.1,0,0,1,1,5,32,8,27,29,100,0,27
"3029",907,162.2,0,0,1,1,11,9,8,46,31,100,0,48
"3030",810.5,114,0,0,1,1,44,2,1,83,13,100,0,100
"3031",858.5,144.2,0,1,1,1,12,11,6,55,19,100,0,52
"3032",641,120.2,0,0,1,1,16,67,0,33,0,100,0,99
"3033",957,205.9,0,0,1,1,3,-1,6,5,87,100,0,6
"3034",739.5,99.8,0,0,1,1,49,2,0,96,1,100,0,100
"3035",810,128.2,0,0,1,1,28,9,5,77,6,100,0,100
"3036",776.5,131.8,0,0,1,1,35,5,3,84,3,100,0,81
"3037",737.5,119.4,0,0,1,1,24,-1,3,94,1,79,0,100
"3038",772.5,142.3,0,0,1,1,18,14,5,49,28,41,0,72
"3039",778.5,145.4,0,0,1,1,5,86,1,12,1,100,0,58
"3040",806.5,131.8,0,0,1,1,9,12,1,67,14,86,0,77
"3041",879.5,125.2,0,0,1,1,17,7,2,79,9,100,0,79
"3042",781.5,114.4,0,0,1,1,24,0,0,99,1,100,0,88
"3043",779.5,118.2,0,0,1,1,40,2,3,89,2,100,0,100
"3044",769,112,0,0,1,1,31,0,0,100,0,80,0,93
"3045",762.5,118.4,0,0,1,1,37,3,6,80,6,100,0,100
"3046",871,166.6,0,1,1,1,8,3,12,24,58,100,0,20
"3047",781,113.4,0,0,1,1,31,4,2,81,1,78,0,100
"3048",743.5,109.2,0,0,1,1,29,1,7,90,1,60,0,100
"3049",789,93.8,0,0,1,1,45,1,0,99,0,100,0,100
"3050",893,149.5,0,0,1,1,9,10,7,54,13,100,0,59
"3051",733,114.8,0,0,1,1,32,1,0,99,0,100,0,100
"3052",735.5,111.9,0,0,1,1,39,2,2,96,0,100,0,100
"3053",827.5,145.3,0,0,1,1,11,5,10,59,19,100,0,66
"3054",803,141.6,0,0,1,1,30,1,7,49,41,86,0,76
"3055",839,155.3,0,0,1,1,4,64,2,20,12,100,0,68
"3056",737.5,90,0,0,1,1,53,1,0,99,0,82,0,100
"3057",742,103,0,0,1,1,47,8,0,91,0,100,0,99
"3058",758,108.5,0,0,1,1,34,0,0,100,0,83,0,100
"3059",773,110.3,0,0,1,1,38,20,0,80,0,89,0,100
"3060",701.5,117.4,0,0,1,1,14,59,0,38,1,100,0,100
"3061",917,193.4,0,0,1,1,5,9,17,20,52,100,0,16
"3062",794.5,113.2,0,0,1,1,29,1,0,99,0,83,0,100
"3063",931.5,205.4,0,0,1,1,1,6,6,10,76,100,0,11
"3064",797,115.3,0,0,1,1,37,12,1,87,0,100,0,83
"3065",843.5,134.8,0,0,1,1,16,6,8,56,18,100,0,72
"3066",774.5,120.9,0,0,1,1,22,5,3,83,0,80,0,83
"3067",723.5,111.2,0,0,1,1,42,18,0,82,0,80,0,100
"3068",883,160.5,0,0,1,1,13,6,17,46,26,100,0,69
"3069",775.5,127.8,0,0,1,1,32,6,7,80,6,100,0,73
"3070",768,102.7,0,0,1,1,41,19,0,80,0,100,0,85
"3071",744,115.3,0,0,1,1,44,7,2,83,3,100,0,77
"3072",728,123.4,0,0,1,1,30,1,2,88,6,84,0,78
"3073",778,103.6,0,0,1,1,32,0,0,100,0,79,0,86
"3074",785.5,112.4,0,0,1,1,49,1,0,99,0,100,0,88
"3075",692,108.6,0,0,1,1,42,1,0,99,0,80,0,89
"3076",830,157.6,0,0,1,1,23,3,5,38,53,100,0,68
"3077",796,113,0,0,1,1,49,2,1,96,1,100,0,100
"3078",750,109.6,0,0,1,1,36,1,1,96,1,84,0,100
"3079",796.5,117.2,0,0,1,1,25,1,0,98,1,100,0,100
"3080",886.5,163.5,0,0,1,1,11,1,7,16,74,100,0,55
"3081",908,184.9,0,0,1,1,1,8,9,41,35,89,0,19
"3082",839,133.4,0,0,1,1,17,1,3,92,2,100,0,100
"3083",731,104.5,0,0,1,1,25,1,0,98,1,80,0,99
"3084",805.5,113.5,0,0,1,1,47,5,2,90,1,100,0,87
"3085",887.5,168.4,0,1,1,1,17,9,3,13,73,100,0,43
"3086",804,129.1,0,0,1,1,28,6,3,81,6,100,0,100
"3087",760,99.7,0,0,1,1,44,4,0,95,1,100,0,89
"3088",852.5,124.1,0,0,1,1,35,2,2,84,8,100,0,81
"3089",758.5,114.4,0,0,1,1,33,32,0,68,0,100,0,100
"3090",791.5,113.2,0,0,1,1,33,25,0,75,0,87,0,100
"3091",812.5,102.7,0,0,1,1,38,8,1,91,0,79,0,100
"3092",721.5,108.6,0,0,1,1,30,32,0,68,0,100,0,88
"3093",816,107.8,0,0,1,1,29,23,0,76,1,84,0,100
"3094",712.5,102,0,0,1,1,38,23,0,77,0,88,0,100
"3095",809.5,109.4,0,0,1,1,39,2,3,91,1,100,0,80
"3096",808,140.4,0,0,1,1,29,15,3,70,11,100,0,80
"3097",737,109.6,0,0,1,1,35,22,0,78,0,100,0,100
"3098",777,115.7,0,0,1,1,28,21,2,71,2,100,0,100
"3099",729,107.4,0,0,1,1,39,3,0,97,0,100,0,85
"3100",788,114.5,0,0,1,1,44,0,1,97,1,100,0,80
"3101",787.5,106.4,0,0,1,1,35,17,1,80,0,100,0,100
"3102",841.5,129.2,0,0,1,1,18,13,7,71,3,100,0,100
"3103",690,108.3,0,0,1,1,37,27,0,72,0,100,0,100
"3104",908.5,149.1,0,0,1,1,8,18,16,55,7,83,0,60
"3105",736.5,125.2,0,0,1,1,29,30,2,64,1,100,0,100
"3106",711.5,106.9,0,0,1,1,41,21,0,79,0,100,0,100
"3107",628.5,102.1,0,0,1,1,35,28,0,72,0,100,0,100
"3108",684.5,103.8,0,0,1,1,41,26,0,74,0,100,0,82
"3109",763.5,118.8,0,0,1,1,24,31,0,69,0,100,0,100
"3110",756.5,112.5,0,0,1,1,35,14,0,84,1,100,0,100
"3111",656,105.6,0,0,1,1,31,31,0,68,0,100,0,100
"3112",829.5,109.1,0,0,1,1,26,19,0,81,0,100,0,100
"3113",799.5,110.4,0,0,1,1,29,1,1,93,3,100,0,100
"3114",952,205.9,0,0,1,1,0,6,21,7,63,100,0,9
"3115",813.5,121.5,0,0,1,1,31,4,2,90,3,100,0,84
"3116",949.5,201.4,0,1,1,1,3,1,10,12,75,100,0,7
"3117",790,107.3,0,0,1,1,44,2,0,97,1,100,0,100
"3118",821.5,140.1,0,0,1,1,32,16,12,61,7,100,0,76
"3119",788,113.6,0,0,1,1,26,1,0,99,0,81,0,100
"3120",951.5,165,0,0,1,1,8,11,12,53,15,100,0,54
"3121",746,97.9,0,0,1,1,36,6,0,94,0,79,0,99
"3122",801.5,117.6,0,0,1,1,29,1,2,91,2,100,0,100
"3123",873.5,156.8,0,0,1,1,7,40,8,30,21,100,0,48
"3124",790,118.3,0,0,1,1,31,1,0,79,17,100,0,88
"3125",785.5,130.1,0,1,1,1,23,1,3,56,33,100,0,72
"3126",897,150,0,0,1,1,17,12,8,59,17,100,0,68
"3127",829.5,114.4,0,0,1,1,54,2,3,84,3,83,0,100
"3128",851.5,147.5,0,0,1,1,2,9,2,53,28,100,0,56
"3129",885,183.9,0,1,1,1,3,5,11,15,64,100,0,15
"3130",805,139.1,0,0,1,1,11,18,5,57,11,89,0,69
"3131",784.5,132.5,0,0,1,1,7,74,1,24,0,100,0,80
"3132",824.5,114.7,0,0,1,1,30,5,1,91,0,100,0,100
"3133",781,117.6,0,0,1,1,47,3,1,82,7,85,0,100
"3134",808.5,125.9,0,0,1,1,31,3,1,78,9,100,0,82
"3135",709.5,109.3,0,0,1,1,21,41,0,57,1,100,0,76
"3136",824,116.7,0,0,1,1,32,1,8,84,3,100,0,100
"3137",845,144,1,0,1,1,53,10,6,60,18,12,19,52
"3138",785.5,137.3,0,0,1,1,23,12,5,73,10,83,0,61
"3139",775.5,113.6,0,0,1,1,27,1,1,95,2,84,0,100
"3140",901,163.1,0,0,1,1,3,19,8,35,32,100,0,51
"3141",757.5,108.6,0,0,1,1,33,17,0,82,1,100,0,100
"3142",865.5,170.8,0,1,1,1,13,10,7,25,55,100,0,32
"3143",825,130.2,0,0,1,1,9,1,1,98,0,83,0,100
"3144",841.5,137.6,0,0,1,1,14,2,6,71,8,79,0,72
"3145",783,111.5,0,0,1,1,37,1,0,96,2,100,0,100
"3146",965.5,200.7,0,0,1,1,1,3,7,2,87,100,0,4
"3147",760.5,120.2,0,0,1,1,32,2,5,81,2,100,0,100
"3148",834.5,156.3,0,0,1,1,17,25,6,41,25,92,0,44
"3149",798,100,0,0,1,1,26,1,0,99,0,100,0,91
"3150",754.5,106.1,0,0,1,1,37,11,0,89,0,79,0,100
"3151",773.5,108.5,0,0,1,1,41,0,0,99,1,100,0,88
"3152",760.5,118.8,0,0,1,1,26,0,0,99,0,100,0,80
"3153",823,146.2,0,0,1,1,19,4,8,77,8,100,0,77
"3154",768,119.1,0,0,1,1,20,1,4,85,2,75,0,80
"3155",813,96.7,0,0,1,1,37,0,0,100,0,100,0,100
"3156",734,115.7,0,0,1,1,25,31,0,67,0,100,0,99
"3157",776,112.4,0,0,1,1,47,1,3,92,4,91,0,99
"3158",800.5,140,0,0,1,1,33,1,4,45,44,100,0,100
"3159",742.5,112.4,0,0,1,1,39,3,0,97,0,74,0,100
"3160",790,124.9,0,0,1,1,38,4,3,85,7,77,0,99
"3161",889.5,178.2,0,1,1,1,8,10,13,18,55,100,0,29
"3162",877.5,150.5,0,0,1,1,5,4,2,60,28,100,0,53
"3163",761.5,93.9,0,0,1,1,32,14,0,86,0,86,0,82
"3164",848,126.4,0,0,1,1,8,71,0,29,0,100,0,83
"3165",796,113.6,0,0,1,1,23,1,1,97,1,100,0,100
"3166",756,111.2,0,0,1,1,43,8,1,88,2,100,0,100
"3167",745,105.2,0,0,1,1,37,2,0,98,0,81,0,100
"3168",874.5,177.8,0,1,1,1,7,13,8,20,56,100,0,24
"3169",834,123.1,0,0,1,1,19,2,5,84,7,100,0,79
"3170",836,136.5,0,0,1,1,11,8,4,63,21,85,0,61
"3171",728.5,125.4,0,0,1,1,19,0,2,96,1,83,0,100
"3172",852.5,119.4,0,0,1,1,15,2,3,91,2,85,0,100
"3173",687.5,115.7,0,0,1,1,39,22,1,76,1,100,0,100
"3174",728,98.8,0,0,1,1,34,18,0,82,0,82,0,86
"3175",770.5,105.6,0,0,1,1,36,16,0,82,1,90,0,100
"3176",757,104.5,0,0,1,1,44,10,0,90,0,80,0,100
"3177",922.5,148.2,0,0,1,1,14,2,54,40,2,84,0,70
"3178",770.5,102.2,0,0,1,1,34,0,0,100,0,83,0,100
"3179",741,101.3,0,0,1,1,38,16,0,84,0,80,0,76
"3180",895,158.4,0,0,1,1,1,6,6,44,34,100,0,44
"3181",843.5,128.9,0,0,1,1,31,4,1,78,14,100,0,81
"3182",768,112.1,0,0,1,1,35,0,0,100,0,100,0,87
"3183",734,115.2,0,0,1,1,36,0,0,100,0,100,0,87
"3184",822.5,144,0,0,1,1,21,4,3,75,17,100,0,76
"3185",798,104.5,0,0,1,1,34,5,0,93,2,100,0,100
"3186",799.5,116.1,0,0,1,1,24,1,2,84,8,100,0,99
"3187",851.5,146,0,0,1,1,12,3,7,42,41,100,0,62
"3188",818,108.2,0,0,1,1,38,3,5,89,2,100,0,100
"3189",919.5,160.7,0,1,1,1,10,4,16,40,31,100,0,43
"3190",788,106.8,0,0,1,1,27,0,1,98,1,100,0,92
"3191",720.5,108.7,0,0,1,1,47,2,1,94,2,100,0,100
"3192",917.5,160,0,0,1,1,3,8,7,50,30,100,0,39
"3193",793,136.6,0,0,1,1,32,17,4,47,26,100,0,68
"3194",727,109.8,0,0,1,1,41,2,0,98,0,100,0,85
"3195",776.5,98.7,0,0,1,1,55,2,0,98,0,100,0,88
"3196",946.5,186.8,0,0,1,1,19,6,57,8,26,100,0,16
"3197",810,127.2,0,0,1,1,9,17,5,71,5,35,26,85
"3198",746,115.2,0,0,1,1,24,28,1,70,0,100,0,78
"3199",793,113.3,0,0,1,1,27,21,0,79,0,100,0,100
"3200",796,132.3,0,0,1,1,13,2,5,76,3,81,0,99
"3201",839,138.5,0,0,1,1,15,8,2,74,14,100,0,88
"3202",945,183.6,0,1,1,1,2,1,5,7,84,100,0,6
"3203",907.5,178.5,0,1,1,1,7,8,18,36,29,100,0,35
"3204",821.5,123.6,0,0,1,1,14,16,4,71,4,100,0,77
"3205",752,106.4,0,0,1,1,45,3,0,97,0,100,0,100
"3206",852,151.2,0,0,1,1,15,5,6,66,14,100,0,72
"3207",802,122.4,0,0,1,1,26,1,0,98,1,100,0,100
"3208",762.5,110.4,0,0,1,1,34,5,0,95,0,100,0,100
"3209",723.5,98.5,0,0,1,1,49,1,0,98,0,100,0,100
